reaction	linear_coefficient
OXOAEL	[0.7922503304400192]
LPLIPAL1E141pp	[0.7863047282552499]
OXPTNDH	[0.5898302389061245]
NTPP10	[0.8095065117809715]
NTPP11	[0.8095065117809715]
P5CD	[np.float64(0.5681022767471268)]
NTPP2	[0.6084243878913845]
LPLIPAL1E160pp	[0.7863047282552499]
NTPP3	[0.6083082628487132]
NTPP4	[0.6083082628487132]
NTPP5	[0.6084243878913845]
NTPP6	[0.6084243878913845]
P5CR	[0.6055772257005887]
PA120abcpp	[0.5903997306006974]
PA140abcpp	[0.5903997306006974]
PA141abcpp	[0.5903997306006974]
PA160abcpp	[0.5903997306006974]
PA161abcpp	[0.5903997306006974]
NTPP7	[0.6084243878913845]
NTPP8	[0.6084243878913845]
LPLIPAL1E161pp	[0.7863047282552499]
NTPP9	[0.8095065117809715]
PA180abcpp	[0.5903997306006974]
PA181abcpp	[0.5903997306006974]
LPLIPAL1E180pp	[0.7863047282552499]
PACALDt2rpp	[0.6163645538090758]
PACALDtex	[0.46825255981593544]
PAPA180	[0.5793959595416787]
PACCOAL	[0.7433294642960308]
PAPA180pp	[0.5793959595416787]
LPLIPAL1E181pp	[0.7863047282552499]
PAPA181	[0.5793959595416787]
PANTS	[0.5898302389061245]
PAPA120	[0.5793959595416787]
LPLIPAL1G120pp	[0.7863047282552499]
PAPA120pp	[0.5793959595416787]
PAPA140	[0.5793959595416787]
PAPA181pp	[0.5793959595416787]
PAPPT3	[0.777045059546572]
PAPA140pp	[0.5793959595416787]
PAPA141	[0.5793959595416787]
PAPSR	[0.3508211129561678]
PAPSR2	[0.00799188539386237]
PDE1	[0.5683612481697933]
PDH	[0.46825255981593544]
PDX5PO2	[0.6163645538090758]
PAPA141pp	[0.5793959595416787]
PAPA160	[0.5793959595416787]
PAPA160pp	[0.5793959595416787]
PDX5POi	[0.7433294642960308]
LPLIPAL1G140pp	[0.7863047282552499]
PDX5PS	[0.7433294642960308]
PDXPP	[0.6163645538090758]
PE120abcpp	[0.5903997306006974]
PAPA161	[0.5793959595416787]
PAPA161pp	[0.5793959595416787]
EX_chol_e	[0.6163645538090758]
PE140abcpp	[0.5903997306006974]
LPLIPAL1G141pp	[0.7863047282552499]
PE141abcpp	[0.5903997306006974]
PLIPA2G161pp	[0.7433294642960308]
PE160abcpp	[0.5903997306006974]
PE161abcpp	[0.5903997306006974]
PE180abcpp	[0.5903997306006974]
PE181abcpp	[0.5903997306006974]
PEAMNOpp	[0.7101015070332943]
PGPP180	[0.5793959595416787]
PGPP180pp	[0.5793959595416787]
PGPP181	[0.5793959595416787]
PGPP181pp	[0.5793959595416787]
PGSA120	[0.7651909382073651]
PGSA140	[0.7651909382073651]
PGSA141	[0.7651909382073651]
PGSA160	[0.7651909382073651]
PGSA161	[0.7651909382073651]
PEAMNtex	[0.46825255981593544]
PERD	[np.float64(0.5681022767471268)]
PETNT161pp	[0.46240952071220787]
PETNT181pp	[0.46240952071220787]
PFK	[np.float64(0.5681022767471268)]
PFK_2	[0.7433294642960308]
PFL	[np.float64(0.5681022767471268)]
PGSA180	[0.7651909382073651]
PGSA181	[0.7651909382073651]
PHACOAOR	[0.6885154383890377]
PG120abcpp	[0.5903997306006974]
PLIPA2G180pp	[0.7433294642960308]
PG140abcpp	[0.5903997306006974]
PG141abcpp	[0.5903997306006974]
PHEMEabcpp	[0.7433294642960308]
PHEMEtiex	[0.6163645538090758]
PHETA1	[0.5453697056899132]
PHETRS	[np.float64(0.5681022767471268)]
PG160abcpp	[0.5903997306006974]
PG161abcpp	[0.5903997306006974]
PHEt2rpp	[0.4560959196239861]
PLIPA2G181pp	[0.7433294642960308]
PHEtex	[0.46825255981593544]
PG180abcpp	[0.5903997306006974]
PG181abcpp	[0.5903997306006974]
PGAMT	[0.7433294642960308]
PGCD	[0.5525682423664993]
PGI	[np.float64(0.5681022767471268)]
PIt2rpp	[np.float64(0.5681022767471268)]
PItex	[0.46825255981593544]
PIuabcpp	[0.37906636908773483]
PLIPA1A120pp	[0.7433294642960308]
PLIPA1A140pp	[0.7433294642960308]
PGK	[0.5845431378369166]
PGL	[0.5641221961919443]
PMANM	[0.6163645538090758]
PGLYCP	[0.8599740496489044]
PGM	[0.46825255981593544]
PGMT	[0.6889145258016037]
PLIPA1A141pp	[0.7433294642960308]
PLIPA1A160pp	[0.7433294642960308]
PLIPA1A161pp	[0.7433294642960308]
PLIPA1A180pp	[0.7433294642960308]
PGP120abcpp	[0.5903997306006974]
PMDPHT	[0.7433294642960308]
PGP140abcpp	[0.5903997306006974]
PGP141abcpp	[0.5903997306006974]
PGP160abcpp	[0.5903997306006974]
PGP161abcpp	[0.5903997306006974]
PLIPA1A181pp	[0.7433294642960308]
PLIPA1E120pp	[0.7433294642960308]
PLIPA1E140pp	[0.7433294642960308]
PGP180abcpp	[0.5903997306006974]
PLIPA1E141pp	[0.7433294642960308]
PMPK	[0.7848257301022159]
PLIPA1E160pp	[0.7433294642960308]
PGP181abcpp	[0.5903997306006974]
PGPP120	[0.5793959595416787]
PGPP120pp	[0.5793959595416787]
PGPP140	[0.5793959595416787]
PGPP140pp	[0.5793959595416787]
PLIPA1E161pp	[0.7433294642960308]
PLIPA1E180pp	[0.7433294642960308]
PLIPA1E181pp	[0.7433294642960308]
PLIPA1G120pp	[0.7433294642960308]
PGPP141	[0.5793959595416787]
PNTK	[0.7433294642960308]
PGPP141pp	[0.5793959595416787]
PGPP160	[0.5793959595416787]
PLIPA1G140pp	[0.7433294642960308]
PLIPA1G141pp	[0.7433294642960308]
PLIPA1G160pp	[0.7433294642960308]
PGPP160pp	[0.5793959595416787]
PGPP161	[0.5793959595416787]
PLIPA1G161pp	[0.7433294642960308]
PGPP161pp	[0.5793959595416787]
PLIPA1G180pp	[0.7433294642960308]
PNTOt4pp	[0.7433294642960308]
PLIPA1G181pp	[0.7433294642960308]
PNTOtex	[0.46825255981593544]
PLIPA2A120pp	[0.7433294642960308]
PLIPA2A140pp	[0.7433294642960308]
PLIPA2A141pp	[0.7433294642960308]
PSD120	[0.5464845233168182]
PSD140	[0.5464845233168182]
PSD141	[0.5464845233168182]
PLIPA2A160pp	[0.7433294642960308]
POX	[0.7433294642960308]
PLIPA2A161pp	[0.7433294642960308]
PLIPA2A180pp	[0.7433294642960308]
PSD160	[0.5464845233168182]
PSD161	[0.5464845233168182]
PLIPA2A181pp	[0.7433294642960308]
PPA	[0.5525682423664993]
PLIPA2E120pp	[0.7433294642960308]
PLIPA2E140pp	[0.7433294642960308]
PSD180	[0.5464845233168182]
PSD181	[0.5464845233168182]
PLIPA2E141pp	[0.7433294642960308]
PSERT	[0.5743491612611994]
PLIPA2E160pp	[0.7433294642960308]
PPA2	[0.7433294642960308]
PLIPA2E161pp	[0.7433294642960308]
PSERtex	[0.46825255981593544]
PSP_L	[0.7343852455218989]
PLIPA2E180pp	[0.7433294642960308]
PSP_Lpp	[np.float64(0.5681022767471268)]
PPAKr	[0.6041277613125472]
PLIPA2E181pp	[0.7433294642960308]
PLIPA2G120pp	[0.7433294642960308]
PSSA120	[0.7247545486286906]
PPALtex	[0.46825255981593544]
PSSA140	[0.7247545486286906]
PSSA141	[0.7247545486286906]
PLIPA2G140pp	[0.7433294642960308]
PLIPA2G141pp	[0.7433294642960308]
PLIPA2G160pp	[0.7433294642960308]
PSSA160	[0.7247545486286906]
PPALtpp	[0.6163645538090758]
PSSA161	[0.7247545486286906]
PSSA180	[0.7247545486286906]
PPAt4pp	[0.5771874562689117]
PSSA181	[0.7247545486286906]
PTA2	[np.float64(0.5681022767471268)]
RIBabcpp	[0.5397782841783323]
RIBtex	[0.46825255981593544]
PTAr	[np.float64(0.5681022767471268)]
PPAtex	[0.46825255981593544]
PTHRpp	[np.float64(0.5681022767471268)]
PTPATi	[0.7433294642960308]
RMI	[np.float64(0.5681022767471268)]
RMK	[0.7433294642960308]
RMNtex	[0.46825255981593544]
PTRCTA	[0.5656627233686702]
PPBNGS	[0.5860263839385861]
PTRCabcpp	[0.5597253628046721]
RMNtpp	[0.7433294642960308]
RMPA	[0.7132853014235495]
RNDR1	[0.3508211129561678]
PTRCt2pp	[np.float64(0.5681022767471268)]
PPC	[0.7433294642960308]
PTRCtex	[0.46825255981593544]
PUNP1	[np.float64(0.5681022767471268)]
PUNP2	[np.float64(0.5681022767471268)]
RNDR1b	[0.00799188539386237]
RNDR2	[0.3508211129561678]
RNDR2b	[0.00799188539386237]
RNDR3	[0.3508211129561678]
RNDR3b	[0.00799188539386237]
RNDR4	[0.3508211129561678]
PUNP3	[np.float64(0.5681022767471268)]
PUNP4	[np.float64(0.5681022767471268)]
PUNP5	[np.float64(0.5681022767471268)]
PUNP6	[np.float64(0.5681022767471268)]
PYAM5PO	[0.7433294642960308]
PYDAMK	[0.7433294642960308]
PYDXK	[0.6156379903127354]
RNDR4b	[0.00799188539386237]
RNTR1c	[0.002600040275321409]
PPCDC	[0.6084243878913845]
RNTR2c	[0.002600040275321409]
RNTR3c	[0.002600040275321409]
RNTR4c	[0.002600040275321409]
RPE	[0.8599740496489044]
PYDXNK	[0.7433294642960308]
PYDXPP	[0.6163645538090758]
PYK	[0.46825255981593544]
PYNP2r	[0.6084243878913845]
RPI	[0.5525682423664993]
PYRt2rpp	[0.6163645538090758]
PPCK	[np.float64(0.5681022767471268)]
PYRtex	[0.46825255981593544]
QMO2	[0.6161149884064464]
QMO3	[0.6161149884064464]
QULNS	[np.float64(0.5681022767471268)]
R15BPK	[0.7715601056426244]
RZ5PP	[0.5456936398403596]
Rbtt2	[0.7208774766271615]
S7PI	[0.5873456433810885]
SADH	[0.5733374342883716]
SADT2	[0.7335704354597983]
SARCOX	[0.7623755248798381]
SBTPD	[0.5706467818816072]
SBTptspp	[0.5474283526273295]
R1PK	[0.6163645538090758]
R5PP	[np.float64(0.5681022767471268)]
R5PPpp	[np.float64(0.5681022767471268)]
SBTtex	[0.46825255981593544]
R5Ptex	[0.46825255981593544]
PPDD	[0.5897282560213086]
RBFK	[0.5732104805146936]
RBFSa	[0.6041277613125472]
SDPDS	[0.7433294642960308]
SDPTA	[np.float64(0.5681022767471268)]
SELCYSS	[0.5897282560213086]
RBFSb	[0.7433294642960308]
PPGPPDP	[0.6084243878913845]
RBK	[0.7250818529281188]
SELNPS	[0.5898302389061245]
SERASr	[np.float64(0.5681022767471268)]
SERAT	[0.7911985131043663]
PPK2	[0.7433294642960308]
SERD_D	[0.5842210885300203]
SERD_L	[np.float64(0.5681022767471268)]
RBK_Dr	[0.5898302389061245]
RBK_L1	[np.float64(0.5681022767471268)]
RBP4E	[np.float64(0.5681022767471268)]
RBTDG	[0.6874661032567883]
SERt2rpp	[np.float64(0.5681022767471268)]
SERt4pp	[0.7127344205193686]
PPK	[0.7433294642960308]
SERtex	[0.46825255981593544]
SFGTHi	[np.float64(0.5681022767471268)]
RHCCE	[np.float64(0.5681022767471268)]
SERTRS	[0.7072859484217623]
SERTRS2	[0.7072859484217623]
SGDS	[np.float64(0.5681022767471268)]
PPM	[np.float64(0.5681022767471268)]
SGSAD	[0.7433294642960308]
SHCHCC	[0.7201621027670652]
PPM2	[np.float64(0.5681022767471268)]
SHCHCS2	[0.5898302389061245]
SHCHD2	[0.5851244995727424]
PPNCL2	[0.6084243878913845]
SHCHF	[0.5851244995727424]
SHK3Dr	[0.7911985131043663]
TAUDO	[np.float64(0.5681022767471268)]
TAURabcpp	[0.7222392834371817]
SHKK	[0.41773732830543636]
PPND	[0.7433294642960308]
SHSL1	[0.7201621027670652]
SKMt2pp	[0.7433294642960308]
TAURtex	[0.46825255981593544]
TCYNTtex	[0.46825255981593544]
SKMtex	[0.46825255981593544]
PPNDH	[0.6084243878913845]
SO2tex	[0.46825255981593544]
SO2tpp	[0.6163645538090758]
SO3tex	[0.46825255981593544]
SO4tex	[0.46825255981593544]
CTECOAI6	[0.6889145258016037]
TDP	[0.8855362113641932]
TDPADGAT	[0.9911204724823091]
TDPAGTA	[0.7848257301022159]
TDPDRE	[1.0]
TDPDRR	[1.0]
SOTA	[np.float64(0.5681022767471268)]
SPMDAT1	[0.7433294642960308]
TDPGDH	[0.782717979111177]
PPPGO	[0.7433294642960308]
TDSK	[0.7097020143925501]
TDSR1	[0.5682816195691044]
SPMDAT2	[0.7433294642960308]
SPMDabcpp	[0.5597253628046721]
SPMDtex	[0.46825255981593544]
TDSR2	[0.6101056765526688]
PPPGO3	[0.7433294642960308]
TGBPA	[np.float64(0.5681022767471268)]
THD2pp	[0.5898302389061245]
THDPS	[0.7343852455218989]
SPMS	[0.7388766886775173]
SPODM	[0.5582800782932622]
THIORDXi	[0.3508211129561678]
SPODMpp	[0.8725497417650027]
PPPNt2rpp	[0.7733763712657932]
SSALx	[0.5898302389061245]
THMDt2pp	[np.float64(0.5681022767471268)]
THMDtex	[0.46825255981593544]
THMabcpp	[0.4530341199021451]
THMtex	[0.46825255981593544]
SSALy	[0.5898302389061245]
SUCBZL	[0.707030344465155]
SUCBZS	[0.7143951690880184]
THRA2	[0.6871758442769276]
SUCCt2_2pp	[0.5668362853452799]
PPPNtex	[0.46825255981593544]
SUCCt2_3pp	[np.float64(0.5681022767471268)]
SUCCt3pp	[0.6163645538090758]
SUCCtex	[0.46825255981593544]
THRA	[0.6871758442769276]
THRD	[0.5866370690447138]
THRD_L	[np.float64(0.5681022767471268)]
THRPtex	[0.46825255981593544]
SUCDi	[0.4496412324779269]
SUCFUMtpp	[0.36960637985978856]
THRS	[np.float64(0.5681022767471268)]
PPRDNDH	[0.6889145258016037]
THRTRS	[np.float64(0.5681022767471268)]
THRabcpp	[0.37230088723661325]
SUCOAS	[0.5750552599753675]
SUCRtex	[0.45402243791453933]
SUCptspp	[np.float64(0.5681022767471268)]
THRt2pp	[0.5588382381558124]
PPS	[0.5597253628046721]
THRt2rpp	[0.7335704354597983]
THRt4pp	[0.7127344205193686]
THRtex	[0.46825255981593544]
THYMt3pp	[0.6163645538090758]
THYMtex	[0.46825255981593544]
SULFACabcpp	[0.6065169168989859]
SULFACtex	[0.46825255981593544]
SULR	[np.float64(0.5681022767471268)]
SULabcpp	[0.5758205744402073]
T2DECAI	[0.7433294642960308]
TAGURr	[0.7433294642960308]
TALA	[0.5661477041465284]
TARTD	[1.0]
THZPSN	[np.float64(0.5681022767471268)]
TKT1	[0.6148780725898554]
TKT2	[0.6148780725898554]
TARTRt7pp	[np.float64(0.5681022767471268)]
PPTHpp	[np.float64(0.5681022767471268)]
TARTRtex	[0.46825255981593544]
TMAOR1	[0.5860263839385861]
TMAOR2	[0.5860263839385861]
TMAOtex	[0.46825255981593544]
PPTtex	[0.46825255981593544]
TMAtex	[0.46825255981593544]
TMDK1	[0.7382141907682447]
TPI	[0.558180162796001]
TPRDCOAS	[0.6097431544650871]
TMDPP	[0.7218842955945698]
PRAGSr	[0.7848257301022159]
TMDS	[0.6014721203950151]
TMK	[0.7928175095958033]
TRDR	[0.3508211129561678]
TRE6PH	[0.6009809362125537]
TRE6PP	[0.6041277613125472]
TRE6PS	[0.8536951980889576]
PRAIS	[0.5898302389061245]
TREH	[np.float64(0.5681022767471268)]
TREHpp	[0.5397255783066779]
TMN	[0.7433294642960308]
TREptspp	[np.float64(0.5681022767471268)]
PRAIi	[0.7433294642960308]
TREtex	[0.46825255981593544]
TRPS1	[0.8275523434120884]
TMPK	[np.float64(0.5681022767471268)]
TMPPP	[0.8725497417650027]
EX_ca2_e	[0.6163645538090758]
TRPS2	[0.8275523434120884]
PRAMPC	[0.8725497417650027]
TRPS3	[0.8275523434120884]
PRASCSi	[0.7433294642960308]
TRPTA	[0.5453697056899132]
TRPTRS	[0.7197512672546814]
TRPt2rpp	[0.4560959196239861]
TRPtex	[0.46825255981593544]
UDPGALPpp	[0.6084243878913845]
UDPGALtex	[0.46825255981593544]
UDPGD	[1.0]
UDPGDC	[0.613405432863311]
UDPGLCURtex	[0.46825255981593544]
UDPGPpp	[0.6084243878913845]
TRSARr	[0.6889145258016037]
TSULabcpp	[0.5758205744402073]
TSULtex	[0.46825255981593544]
TTDCAtexi	[0.46503005103018724]
TTDCEAtexi	[0.46503005103018724]
UDPGtex	[0.46825255981593544]
UDPKAAT	[np.float64(0.5681022767471268)]
UGLCURPpp	[0.6084243878913845]
UGLT	[0.7848257301022159]
UGLYCH	[0.7433294642960308]
UGMDDS	[0.7433294642960308]
TUNGSabcpp	[0.7433294642960308]
TUNGStex	[0.46825255981593544]
PRATPP	[0.8725497417650027]
TYMtex	[0.46825255981593544]
TYROXDApp	[0.7101015070332943]
TYRPpp	[np.float64(0.5681022767471268)]
TYRPtex	[0.46825255981593544]
UHGADA	[0.46825255981593544]
ULA4NFT	[0.613405432863311]
ULA4Ntppi	[0.6163645538090758]
UM3PL	[0.5898302389061245]
TYRTA	[0.5453697056899132]
PRFGS	[np.float64(0.5681022767471268)]
TYRTRS	[0.7433294642960308]
UM4PCP	[np.float64(0.5681022767471268)]
UM4PL	[0.5898302389061245]
TYRt2rpp	[0.4560959196239861]
UMPK	[0.46397154111776856]
UMPtex	[0.46825255981593544]
UNK3	[0.6163645538090758]
TYRtex	[0.46825255981593544]
U23GAAT	[0.7433294642960308]
UAAGDS	[0.7433294642960308]
UPLA4FNF	[0.6163645538090758]
UACGALPpp	[0.6084243878913845]
UPLA4FNT	[0.7200304701942625]
PRMICI	[0.8505742681507886]
UPP3MT	[0.5851244995727424]
UPP3S	[0.8095065117809715]
UPPDC1	[0.7854629401908247]
UACGAMPpp	[0.6084243878913845]
UACGAMtex	[0.46825255981593544]
UACMAMO	[0.804360913203424]
UAG2E	[0.7284719101371764]
UPPRT	[np.float64(0.5681022767471268)]
UAGAAT	[0.8505742681507886]
PROD2	[np.float64(0.5681022767471268)]
UAGCVT	[0.6161149884064464]
UAGDP	[0.5533175178461875]
URAt2pp_copy1	[0.5743491612611994]
URAt2pp_copy2	[np.float64(0.5681022767471268)]
URAtex	[0.46825255981593544]
UAGPT3	[0.7733763712657932]
UAMAGS	[0.7433294642960308]
PROGLYabcpp	[0.5406898794703616]
UAMAS	[0.6084243878913845]
UAPGR	[0.7433294642960308]
PROGLYtex	[0.46825255981593544]
UDCPDP	[0.3378396216297047]
UDCPDPS	[np.float64(0.5681022767471268)]
UDCPDPpp	[0.3378396216297047]
UDCPPtppi	[0.6163645538090758]
URCN	[0.5743491612611994]
UREA	[0.6041277613125472]
UREAtex	[0.46825255981593544]
UDPACGALtex	[0.46825255981593544]
PROTRS	[0.6085384576235662]
UDPG4E	[0.6032232083485813]
UREAtpp	[0.37906636908773483]
URIC	[0.6020396811060095]
URIDK2r	[0.46397154111776856]
PROabcpp	[np.float64(0.5681022767471268)]
URIH	[0.5453697056899132]
URIK2	[0.6009809362125537]
XYLK	[np.float64(0.5681022767471268)]
PROt2rpp	[0.5423836460314775]
XYLK2	[np.float64(0.5681022767471268)]
XYLUtex	[0.46825255981593544]
URIt2pp	[np.float64(0.5681022767471268)]
URItex	[0.43250476162828444]
USHD	[0.7433294642960308]
XYLabcpp	[0.4359083207107949]
XYLt2pp	[0.8232104891850527]
VALTA	[0.8080037106363355]
PROt4pp	[0.5771874562689117]
VALTRS	[0.5896591211121834]
XYLtex	[0.46825255981593544]
ZN2abcpp	[0.5713446897947223]
ZN2t3pp	[0.5550910322843488]
ZN2tpp	[0.43995570574782955]
ZNabcpp	[0.5882532020441712]
Zn2tex	[0.46825255981593544]
VALabcpp	[0.37230088723661325]
VALt2rpp	[np.float64(0.5681022767471268)]
VALtex	[0.46825255981593544]
PROtex	[0.46825255981593544]
VPAMTr	[np.float64(0.5681022767471268)]
X5PL3E	[0.7433294642960308]
XAND	[0.7433294642960308]
ABTpp2	[0.7433294642960308]
ilvg	[0.5594947940301161]
EX_12ppd__S_e	[0.6163645538090758]
XANt2pp	[0.5489363768809916]
PRPPS	[0.5418892481511367]
XANtex	[0.46825255981593544]
XMPtex	[0.46825255981593544]
EX_13ppd_e	[0.6163645538090758]
PSCLYStex	[0.46825255981593544]
EX_14glucan_e	[0.6163645538090758]
EX_15dap_e	[0.6163645538090758]
XPPT	[0.7374611925341973]
XTSNH	[0.7433294642960308]
XTSNtex	[0.46825255981593544]
EX_23camp_e	[0.6163645538090758]
PSCVT	[0.5875662188632106]
EX_23ccmp_e	[0.6163645538090758]
EX_23cgmp_e	[0.6163645538090758]
XYLI1	[0.5488269620801649]
XYLI2	[0.5488269620801649]
EX_cit_e	[0.6163645538090758]
EX_cl_e	[0.6163645538090758]
EX_23cump_e	[0.6163645538090758]
EX_23dappa_e	[0.6163645538090758]
EX_26dap__M_e	[0.6163645538090758]
EX_2ddglcn_e	[0.6163645538090758]
EX_cmp_e	[0.6163645538090758]
EX_co2_e	[0.6163645538090758]
EX_34dhpac_e	[0.6163645538090758]
EX_glyc2p_e	[0.6163645538090758]
EX_3amp_e	[0.6163645538090758]
EX_3cmp_e	[0.6163645538090758]
EX_3gmp_e	[0.6163645538090758]
EX_3hcinnm_e	[0.6163645538090758]
EX_3hpppn_e	[0.6163645538090758]
EX_cobalt2_e	[0.6163645538090758]
EX_colipa_e	[0.6163645538090758]
EX_crn_e	[0.6163645538090758]
EX_csn_e	[0.6163645538090758]
EX_cu_e	[0.6163645538090758]
EX_cu2_e	[0.6163645538090758]
EX_cyan_e	[0.6163645538090758]
EX_cynt_e	[0.6163645538090758]
EX_3ump_e	[0.6163645538090758]
EX_4abut_e	[0.6163645538090758]
EX_glyc3p_e	[0.6163645538090758]
EX_4hoxpacd_e	[0.6163645538090758]
EX_cys__D_e	[0.6163645538090758]
EX_cys__L_e	[0.6163645538090758]
EX_cytd_e	[0.6163645538090758]
EX_glyclt_e	[0.6163645538090758]
EX_dad_2_e	[0.6163645538090758]
EX_4hphac_e	[0.6163645538090758]
EX_gmp_e	[0.6163645538090758]
EX_5dglcn_e	[0.6163645538090758]
EX_damp_e	[0.6163645538090758]
EX_dca_e	[0.6163645538090758]
EX_LalaDgluMdap_e	[0.6163645538090758]
EX_dcmp_e	[0.6163645538090758]
EX_gsn_e	[0.6163645538090758]
EX_dcyt_e	[0.6163645538090758]
EX_ddca_e	[0.6163645538090758]
EX_dgmp_e	[0.6163645538090758]
EX_dgsn_e	[0.6163645538090758]
EX_LalaDgluMdapDala_e	[0.6163645538090758]
EX_abt__D_e	[0.6163645538090758]
EX_ac_e	[0.6163645538090758]
EX_acald_e	[0.6163645538090758]
EX_acgal_e	[0.6163645538090758]
EX_acgal1p_e	[0.6163645538090758]
EX_dha_e	[0.6163645538090758]
EX_gthox_e	[0.6163645538090758]
EX_diact_e	[0.6163645538090758]
EX_dimp_e	[0.6163645538090758]
EX_acgam_e	[0.6163645538090758]
EX_acgam1p_e	[0.6163645538090758]
EX_din_e	[0.6163645538090758]
EX_acmana_e	[0.6163645538090758]
EX_gthrd_e	[0.6163645538090758]
EX_acmum_e	[0.6163645538090758]
EX_dms_e	[0.6163645538090758]
EX_dmso_e	[0.6163645538090758]
EX_acolipa_e	[0.6163645538090758]
EX_dopa_e	[0.6163645538090758]
EX_gtp_e	[0.6163645538090758]
EX_dtmp_e	[0.6163645538090758]
EX_acser_e	[0.6163645538090758]
EX_dump_e	[0.6163645538090758]
EX_ade_e	[0.6163645538090758]
EX_gua_e	[0.6163645538090758]
EX_adn_e	[0.6163645538090758]
EX_adocbl_e	[0.6163645538090758]
EX_duri_e	[0.6163645538090758]
EX_etha_e	[0.6163645538090758]
EX_ethso3_e	[0.6163645538090758]
EX_ag_e	[0.6163645538090758]
EX_etoh_e	[0.6163645538090758]
EX_h_e	[0.6163645538090758]
EX_f6p_e	[0.6163645538090758]
EX_fald_e	[0.6163645538090758]
EX_agm_e	[0.6163645538090758]
EX_akg_e	[0.6163645538090758]
EX_ala_B_e	[0.6163645538090758]
EX_ala__D_e	[0.6163645538090758]
EX_ala__L_e	[0.6163645538090758]
EX_alaala_e	[0.6163645538090758]
EX_fe2_e	[0.6163645538090758]
EX_fe3_e	[0.6163645538090758]
EX_fe3dhbzs_e	[0.6163645538090758]
EX_fe3hox_e	[0.6163645538090758]
EX_fecrm_e	[0.6163645538090758]
EX_all__D_e	[0.6163645538090758]
EX_amp_e	[0.6163645538090758]
EX_feenter_e	[0.6163645538090758]
EX_anhgm_e	[0.6163645538090758]
EX_feoxam_e	[0.6163645538090758]
EX_arab__L_e	[0.6163645538090758]
EX_h2_e	[0.6163645538090758]
EX_arg__L_e	[0.6163645538090758]
EX_for_e	[0.6163645538090758]
EX_ascb__L_e	[0.6163645538090758]
EX_fru_e	[0.6163645538090758]
EX_h2o_e	[0.6163645538090758]
EX_frulys_e	[0.6163645538090758]
EX_asn__L_e	[0.6163645538090758]
EX_aso3_e	[0.6163645538090758]
EX_h2o2_e	[0.6163645538090758]
EX_asp__L_e	[0.6163645538090758]
EX_fruur_e	[0.6163645538090758]
EX_fuc__L_e	[0.6163645538090758]
EX_btd_RR_e	[0.6163645538090758]
EX_h2s_e	[0.6163645538090758]
EX_but_e	[0.6163645538090758]
EX_fum_e	[0.6163645538090758]
EX_g1p_e	[0.6163645538090758]
EX_butso3_e	[0.6163645538090758]
EX_hacolipa_e	[0.6163645538090758]
EX_bz_e	[0.6163645538090758]
EX_g3pc_e	[0.6163645538090758]
EX_g3pe_e	[0.6163645538090758]
EX_halipa_e	[0.6163645538090758]
EX_g3pg_e	[0.6163645538090758]
EX_g3pi_e	[0.6163645538090758]
EX_g3ps_e	[0.6163645538090758]
EX_pi_e	[0.6163645538090758]
EX_pnto__R_e	[0.6163645538090758]
EX_g6p_e	[0.6163645538090758]
EX_ppa_e	[0.6163645538090758]
EX_gal_e	[0.6163645538090758]
EX_hdca_e	[0.6163645538090758]
EX_gal_bD_e	[0.6163645538090758]
EX_ppal_e	[0.6163645538090758]
EX_pppn_e	[0.6163645538090758]
EX_ppt_e	[0.6163645538090758]
EX_gal1p_e	[0.6163645538090758]
EX_hdcea_e	[0.6163645538090758]
EX_galct__D_e	[0.6163645538090758]
EX_galctn__D_e	[0.6163645538090758]
EX_galctn__L_e	[0.6163645538090758]
EX_galt_e	[0.6163645538090758]
EX_pro__L_e	[0.6163645538090758]
EX_progly_e	[0.6163645538090758]
EX_psclys_e	[0.6163645538090758]
EX_pser__L_e	[0.6163645538090758]
EX_galur_e	[0.6163645538090758]
EX_gam_e	[0.6163645538090758]
EX_ptrc_e	[0.6163645538090758]
EX_hg2_e	[0.6163645538090758]
EX_pyr_e	[0.6163645538090758]
EX_r5p_e	[0.6163645538090758]
EX_gam6p_e	[0.6163645538090758]
EX_gdp_e	[0.6163645538090758]
EX_rbt_e	[0.6163645538090758]
EX_his__L_e	[0.6163645538090758]
EX_rib__D_e	[0.6163645538090758]
EX_rmn_e	[0.6163645538090758]
EX_glc__D_e	[0.6163645538090758]
EX_glcn_e	[0.6163645538090758]
EX_glcr_e	[0.6163645538090758]
EX_sbt__D_e	[0.6163645538090758]
EX_glcur_e	[0.6163645538090758]
EX_hom__L_e	[0.6163645538090758]
EX_glcur1p_e	[0.6163645538090758]
EX_gln__L_e	[0.6163645538090758]
EX_glu__L_e	[0.6163645538090758]
EX_gly_e	[0.6163645538090758]
EX_ser__D_e	[0.6163645538090758]
EX_ser__L_e	[0.6163645538090758]
EX_skm_e	[0.6163645538090758]
EX_so2_e	[0.6163645538090758]
EX_so3_e	[0.6163645538090758]
EX_so4_e	[0.6163645538090758]
EX_glyald_e	[0.6163645538090758]
EX_glyb_e	[0.6163645538090758]
EX_spmd_e	[0.6163645538090758]
EX_hxa_e	[0.6163645538090758]
EX_succ_e	[0.6163645538090758]
EX_sucr_e	[0.6163645538090758]
EX_sulfac_e	[0.6163645538090758]
EX_glyc_e	[0.6163645538090758]
EX_glyc__R_e	[0.6163645538090758]
EX_hxan_e	[0.6163645538090758]
