reaction	linear_coefficient
EX_galt_e	[0.011996981791048779]
EX_pro__L_e	[0.011996981791048779]
EX_progly_e	[0.011996981791048779]
EX_psclys_e	[0.011996981791048779]
EX_pser__L_e	[0.011996981791048779]
EX_galur_e	[0.011996981791048779]
EX_gam_e	[0.011996981791048779]
EX_ptrc_e	[0.011996981791048779]
EX_hg2_e	[0.011996981791048779]
EX_pyr_e	[0.011996981791048779]
EX_r5p_e	[0.011996981791048779]
EX_gam6p_e	[0.011996981791048779]
EX_gdp_e	[0.011996981791048779]
EX_rbt_e	[0.011996981791048779]
EX_his__L_e	[0.011996981791048779]
EX_rib__D_e	[0.011996981791048779]
EX_rmn_e	[0.011996981791048779]
EX_glc__D_e	[0.011996981791048779]
EX_glcn_e	[0.011996981791048779]
EX_glcr_e	[0.011996981791048779]
EX_sbt__D_e	[0.011996981791048779]
EX_glcur_e	[0.011996981791048779]
EX_hom__L_e	[0.011996981791048779]
EX_glcur1p_e	[0.011996981791048779]
EX_gln__L_e	[0.011996981791048779]
EX_glu__L_e	[0.011996981791048779]
EX_gly_e	[0.011996981791048779]
EX_ser__D_e	[0.011996981791048779]
EX_ser__L_e	[0.011996981791048779]
EX_skm_e	[0.011996981791048779]
EX_so2_e	[0.011996981791048779]
EX_so3_e	[0.011996981791048779]
EX_so4_e	[0.011996981791048779]
EX_glyald_e	[0.011996981791048779]
EX_glyb_e	[0.011996981791048779]
EX_spmd_e	[0.011996981791048779]
EX_hxa_e	[0.011996981791048779]
EX_succ_e	[0.011996981791048779]
EX_sucr_e	[0.011996981791048779]
EX_sulfac_e	[0.011996981791048779]
EX_glyc_e	[0.011996981791048779]
EX_glyc__R_e	[0.011996981791048779]
EX_hxan_e	[0.011996981791048779]
EX_tartr__L_e	[0.011996981791048779]
EX_taur_e	[0.011996981791048779]
EX_tcynt_e	[0.011996981791048779]
EX_idon__L_e	[0.011996981791048779]
EX_thm_e	[0.011996981791048779]
EX_thr__L_e	[0.011996981791048779]
EX_ile__L_e	[0.011996981791048779]
EX_thrp_e	[0.011996981791048779]
EX_thym_e	[0.011996981791048779]
EX_imp_e	[0.011996981791048779]
EX_thymd_e	[0.011996981791048779]
EX_indole_e	[0.011996981791048779]
EX_tma_e	[0.011996981791048779]
EX_tmao_e	[0.011996981791048779]
EX_tre_e	[0.011996981791048779]
EX_inost_e	[0.011996981791048779]
EX_trp__L_e	[0.011996981791048779]
EX_tsul_e	[0.011996981791048779]
EX_ins_e	[0.011996981791048779]
EX_ttdca_e	[0.011996981791048779]
EX_ttdcea_e	[0.011996981791048779]
EX_isetac_e	[0.011996981791048779]
EX_tungs_e	[0.011996981791048779]
EX_tym_e	[0.011996981791048779]
EX_tyr__L_e	[0.011996981791048779]
EX_tyrp_e	[0.011996981791048779]
EX_uacgam_e	[0.011996981791048779]
EX_udpacgal_e	[0.011996981791048779]
EX_k_e	[0.011996981791048779]
EX_udpg_e	[0.011996981791048779]
EX_udpgal_e	[0.011996981791048779]
EX_kdo2lipid4_e	[0.011996981791048779]
EX_udpglcur_e	[0.011996981791048779]
EX_ump_e	[0.011996981791048779]
EX_lac__D_e	[0.011996981791048779]
EX_ura_e	[0.011996981791048779]
EX_urea_e	[0.011996981791048779]
EX_lac__L_e	[0.011996981791048779]
EX_uri_e	[0.011996981791048779]
EX_val__L_e	[0.011996981791048779]
EX_lcts_e	[0.011996981791048779]
EX_xan_e	[0.011996981791048779]
EX_xmp_e	[0.011996981791048779]
EX_xtsn_e	[0.011996981791048779]
EX_leu__L_e	[0.011996981791048779]
EX_xyl__D_e	[0.011996981791048779]
EX_xylu__L_e	[0.011996981791048779]
EX_lipa_e	[0.011996981791048779]
EX_zn2_e	[0.011996981791048779]
EX_lipa_cold_e	[0.011996981791048779]
BIOMASS_	[0.011996981791048779, 0.0001046588331215737]
EX_lys__L_e	[0.011996981791048779]
SK_dna_c	[0.011996981791048779]
EX_lyx__L_e	[0.011996981791048779]
SK_dna5mtc_c	[0.011996981791048779]
EX_mal__D_e	[0.011996981791048779]
EX_mal__L_e	[0.011996981791048779]
EX_malt_e	[0.011996981791048779]
EX_malthx_e	[0.011996981791048779]
EX_maltpt_e	[0.011996981791048779]
EX_malttr_e	[0.011996981791048779]
EX_maltttr_e	[0.011996981791048779]
EX_man_e	[0.011996981791048779]
EX_man6p_e	[0.011996981791048779]
EX_manglyc_e	[0.011996981791048779]
EX_melib_e	[0.011996981791048779]
EX_met__D_e	[0.011996981791048779]
EX_met__L_e	[0.011996981791048779]
EX_metsox_R__L_e	[0.011996981791048779]
EX_metsox_S__L_e	[0.011996981791048779]
EX_mg2_e	[0.011996981791048779]
EX_mmet_e	[0.011996981791048779]
EX_mn2_e	[0.011996981791048779]
EX_mnl_e	[0.011996981791048779]
EX_mobd_e	[0.011996981791048779]
EX_mso3_e	[0.011996981791048779]
EX_n2o_e	[0.011996981791048779]
EX_na1_e	[0.011996981791048779]
EX_nac_e	[0.011996981791048779]
EX_nh4_e	[0.011996981791048779]
EX_ni2_e	[0.011996981791048779]
EX_nmn_e	[0.011996981791048779]
EX_no_e	[0.011996981791048779]
EX_no2_e	[0.011996981791048779]
EX_no3_e	[0.011996981791048779]
EX_o2_e	[0.011996981791048779]
EX_o2s_e	[0.011996981791048779]
EX_ocdca_e	[0.011996981791048779]
EX_ocdcea_e	[0.011996981791048779]
EX_octa_e	[0.011996981791048779]
EX_orn_e	[0.011996981791048779]
EX_orot_e	[0.011996981791048779]
EX_pacald_e	[0.011996981791048779]
EX_peamn_e	[0.011996981791048779]
EX_phe__L_e	[0.011996981791048779]
EX_pheme_e	[0.011996981791048779]
